Country Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Korea, Rep.",35280305,35810625,36259672,36633453,37006183,37428328,37867709,38258247,38626122,38947802,39195731,39490771,39740941,40093884,40351067,40602657,40909592,41089082,41240244,41463573,41645542,41774264,41861498,42020672,42152095,42201956,42127573
Kuwait,1575331,1599608,1685065,1807408,1929432,2024672,2101338,2136991,2161626,2200498,2270196,2373661,2504026,2656010,2821041,2991884,3168054,3348852,3526382,3690939,3835588,3956862,4056102,4137314,4207077,4270563,4328553
Latin America & Caribbean (excluding high income),312324873,319583733,326932921,334284522,341550820,348775539,355506038,362093819,368617134,375041793,381426241,387790971,394132416,400436940,406696807,412842027,419101423,425313658,431517764,437784698,444145758,450624432,457188587,463741325,470147127,476304668,482170213
Lao PDR,842221,902800,965619,1030927,1098950,1169990,1243826,1320796,1401187,1485874,1563650,1622169,1683372,1747053,1812306,1878750,1946163,2014817,2084844,2157060,2231863,2309515,2389618,2471807,2555553,2640299,2725861
Lebanon,2992771,3074191,3126453,3167927,3218765,3304786,3436969,3606734,3790067,3952237,4070396,4129663,4142872,4147329,4196333,4325709,4550937,4852949,5191037,5506402,5755684,5926427,6030303,6076955,6084990,6069524,6030840
Liberia,939724,928229,1007342,1098776,1187548,1262745,1319608,1361641,1395783,1433182,1481974,1544621,1618166,1698871,1781147,1860575,1936128,2009229,2081048,2153466,2228064,2305044,2383887,2464954,2548426,2634493,2723391
Libya,3760788,3829909,3895521,3959578,4024684,4092734,4164194,4238424,4314780,4392200,4469572,4547787,4626695,4703521,4774511,4837403,4890307,4935069,4977655,5026583,5087798,5163864,5252536,5349664,5448598,5544510,5635998
St. Lucia,42247,42515,42810,43104,43352,43532,43458,41966,40479,39052,37723,36496,35346,34225,33089,32120,32387,32593,32769,32955,33166,33410,33679,33973,34281,34598,34926
Latin America & Caribbean,352708584,360796874,368962266,377107619,385157288,393146853,400611339,407855320,415000440,422041065,429032823,435986287,442898542,449769450,456604093,463337076,470192575,477015727,483791757,490491739,497108429,503629772,510053174,516360031,522742324,529166061,535449685
Least developed countries: UN classification,135528872,140979873,146600993,152327533,158242136,164422176,171207000,178453019,186042351,193850336,201942805,210168979,218242711,227258956,236650200,246453420,256682955,267187281,278079609,289385871,301106292,313252262,325834452,338858844,352323408,366225948,380565728
Low income,91462647,94830803,98298383,101800955,105437815,109264531,113356878,117665172,122135578,126808859,131761033,136952295,141973330,147816749,153781620,159816319,165600561,171335889,177228835,183414379,190282323,197528239,205155702,213206070,221714873,230702653,240201021
Liechtenstein,5090,5108,5091,5073,5050,5021,5019,5051,5075,5096,5117,5136,5152,5169,5187,5206,5231,5260,5295,5327,5359,5386,5412,5437,5464,5498,5536
Sri Lanka,3367278,3387296,3403632,3417928,3433299,3451324,3473139,3497774,3524535,3551533,3577319,3602000,3625538,3648476,3670930,3692904,3714770,3716533,3746058,3785336,3828283,3882481,3942265,4003749,4052088,4101702,4178622
Lower middle income,713923975,735216940,756870095,778829736,801007517,823696986,846822779,871389940,896518208,922125757,948242642,974771150,1001790077,1029421204,1057732686,1086887689,1116628336,1146869096,1177846461,1209416588,1241640413,1274403767,1307727408,1341671967,1376200517,1411309047,1446970033
Low & middle income,1738941604,1788668971,1839272205,1890509129,1942059318,1994463646,2049917875,2108411976,2168029949,2228719638,2290617922,2352893293,2415487364,2480072543,2545812567,2612742522,2679900978,2748480815,2818266960,2889034835,2960881821,3033730298,3107740069,3181174425,3254041484,3325968658,3396516247
Lesotho,321907,339875,355214,370301,384517,397373,408512,418084,426620,435071,444116,454103,463033,472857,483463,494863,507160,517933,529466,541555,554039,566839,579982,593557,607508,621853,636493
Late-demographic dividend,821837037,843479769,865585939,887943367,910291487,932642061,957460816,983627008,1010285933,1037493804,1065281786,1092976086,1120692877,1148982809,1177570014,1206150239,1234212958,1262946621,1291818382,1320690279,1349370077,1378184354,1407262739,1434746426,1460836128,1485088990,1506903682
Lithuania,2441841,2421184,2401277,2381814,2362861,2344199,2322637,2300933,2279211,2250685,2213967,2181225,2157761,2137953,2114156,2067653,2020994,1997745,1981238,1967853,1952971,1932212,1909625,1896056,1895962,1901807,1907779
Luxembourg,338722,343082,347217,352047,359223,367434,374603,380583,387241,394773,402818,411237,419557,429035,438935,448892,460842,473864,486709,500042,513663,526490,541038,553119,565584,576537,585848
Latvia,1708476,1686883,1668936,1649682,1630787,1611520,1588107,1567452,1551233,1536660,1522383,1507751,1494021,1476965,1452351,1423002,1397904,1381242,1367090,1354815,1344323,1332897,1322185,1313215,1305648,1298292,1288478
"Macao SAR, China",385170,393297,401353,409620,418388,427772,437928,448813,460157,471600,482863,493804,504504,515232,526401,538215,550833,564037,577368,590210,602093,612824,622578,631633,640446,649342,658391
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,13953870,14245430,14529519,14808021,15083409,15357105,15629767,15902628,16177169,16456148,16803552,17172382,17550444,17940028,18343899,18764985,19203941,19659923,20128276,20602947,21078593,21553482,22027645,22501247,22975024,23450016,23924938
Monaco,30731,31001,31268,31554,31836,32148,32474,32804,33144,33499,33842,34189,34524,34860,35223,35609,36025,36459,36899,37320,37723,38070,38392,38682,38967,39244,39520
Moldova,1366741,1361237,1344382,1332014,1318146,1303686,1289104,1274481,1259288,1244624,1235389,1231068,1227328,1224104,1221672,1219566,1217974,1216928,1215716,1214089,1204392,1191230,1172513,1154485,1138637,1122856,1106738
Madagascar,3476115,3622765,3776500,3937065,4103816,4276115,4454032,4637736,4827100,5022402,5283543,5555518,5838412,6132919,6438339,6755411,7084185,7425118,7778815,8146535,8528700,8926125,9338862,9767217,10210849,10670457,11145504
Maldives,65157,67407,69597,71822,74217,77409,82626,88379,94594,101130,107866,113947,117981,122302,127295,133250,140208,148036,156616,165768,175274,185228,195482,205291,213646,219833,223439
Middle East & North Africa,162593636,166923253,171273186,175668721,180164175,184767856,189474452,194266446,199218967,204420068,210036897,216006631,222207084,228610568,235187448,241803138,248191695,254607763,261044559,267471774,274105309,280634584,287077018,293504358,299961065,306474475,313055839
Mexico,67251523,68621428,69944972,71260336,72568677,73899942,75268748,76634722,78013778,79428214,80890447,82408288,83973951,85573769,87182004,88781438,90370887,91948802,93515785,95072133,96615314,98145003,99655907,101149483,102626859,104088701,105533240
Marshall Islands,33666,33880,33998,34097,34311,34807,35526,36458,37495,38480,39309,39947,40424,40784,41118,41464,41849,42249,42669,43107,43549,44001,44488,44995,45514,46049,46599
Middle income,1647478957,1693838168,1740973822,1788708174,1836621503,1885199115,1936560997,1990746804,2045894371,2101910779,2158856889,2215940998,2273514034,2332255794,2392030947,2452926203,2514300417,2577144926,2641038125,2705620456,2770599498,2836202059,2902584367,2967968355,3032326611,3095266005,3156315226
North Macedonia,1181765,1181330,1181587,1183736,1185212,1186387,1187130,1174317,1173927,1173001,1171843,1170744,1170224,1170314,1171282,1173181,1175261,1177371,1180399,1184330,1188475,1192987,1197983,1203438,1208802,1212058,1213985
Mali,2446165,2555310,2668344,2791965,2942346,3103975,3277219,3462530,3660353,3871521,4095828,4334933,4588527,4855494,5132662,5417616,5709215,6008129,6316415,6637534,6973939,7326849,7695987,8080574,8479685,8891939,9317712
Malta,343247,346401,350223,353666,356901,360316,364105,367875,371319,374812,378170,380114,381739,384526,387733,389936,391879,395713,401597,409992,420192,430220,442474,458518,477236,488246,490043
Myanmar,11468853,11692263,11924109,12161320,12396386,12625998,12849010,13066099,13277061,13481502,13679548,13869371,14052307,14233443,14419343,14616049,14825520,15046734,15274180,15501262,15729411,15957057,16186648,16423467,16674094,16943754,17235395
Middle East & North Africa (excluding high income),136516140,140175876,143808356,147448168,151125238,154851692,158638112,162491080,166408580,170384432,174538546,178789255,183049327,187383639,191854612,196508493,201059836,205748130,210563828,215441856,220575123,225664160,230739572,235866859,241087171,246442894,251948574
Montenegro,326440,332459,337985,343256,348560,354162,361755,369361,376961,381058,383698,386254,388857,391621,394521,397301,399777,402174,404636,407105,409418,411597,413735,415729,417692,419307,420639
Mongolia,1305389,1314886,1324694,1334933,1345492,1369716,1408736,1448952,1490591,1533859,1578867,1625768,1674673,1726026,1780212,1837756,1882818,1921642,1962408,2004068,2045831,2087401,2128679,2169853,2210626,2250777,2290047
Northern Mariana Islands,41082,42602,44939,47652,50091,51795,52624,52755,52389,51790,51208,50654,50089,49593,49247,49086,49167,49477,49959,50475,50958,51379,51763,52121,52469,52836,53213
Mozambique,4257127,4470999,4678934,4832664,4987016,5153816,5334821,5527355,5729157,5936928,6147973,6362398,6580887,6868320,7172457,7490098,7821270,8166394,8527067,8905236,9302448,9719881,10157505,10615024,11092108,11587640,12102311
Mauritania,895490,915512,935926,956975,978884,1001876,1043561,1096793,1152889,1211822,1273520,1338058,1405583,1476319,1550312,1627878,1709105,1793973,1882255,1973427,2067216,2163454,2262231,2363346,2466822,2572517,2680412
Mauritius,485844,489444,494198,498006,502932,506439,509128,511325,513680,515544,517242,518278,519269,519756,519754,519604,519046,519081,518842,518383,517668,516887,516481,516155,515980,515916,516236
Malawi,1305665,1366005,1437292,1517849,1576265,1628833,1680276,1731982,1785027,1840847,1900711,1964736,2032624,2103938,2179834,2260037,2344863,2434417,2528901,2627830,2731662,2839899,2953396,3072916,3199301,3333777,3476657
Malaysia,11409137,11973527,12557522,13157330,13764923,14375102,14918249,15458510,15999896,16548744,17108408,17681865,18266043,18854123,19435328,20002877,20516667,21009034,21491686,21974953,22464991,22964394,23467529,23972655,24475775,24973604,25465792
North America,228538710,232288316,236183090,240006391,243831291,247519374,250612588,253516142,256244701,259163359,262099001,265190165,268301627,271462240,274499918,277437381,280120518,282845297,285498217,288277446,291027807,293894567,296582138,299083003,301439741,305119850,306343265
Namibia,485316,504270,523383,542608,561807,580960,599950,625184,652221,680413,710044,741413,774475,809118,844923,881792,919551,958964,999628,1041820,1085689,1130941,1177405,1224933,1273255,1322115,1371422
New Caledonia,116848,119477,122539,125629,128790,132030,135341,138724,141907,144893,148559,152384,156245,160140,163862,167587,171852,176182,180545,184770,186421,188063,189691,191304,192905,194500,196082
Niger,1496903,1558007,1622099,1689424,1760045,1834126,1910772,1981483,2055424,2132567,2212887,2296698,2384028,2475071,2570548,2670629,2775331,2884959,2999175,3120565,3249670,3386494,3531990,3686235,3850231,4024595,4209662
Nigeria,34764763,36216360,37721269,39284674,40910969,42603694,44726802,46947857,49272801,51708639,54260116,56934075,59734513,62665438,65723905,68917193,72230102,75664344,79214960,82878565,86652535,90531026,94518523,98611151,102806950,107106007,111505415
Nicaragua,2532510,2588281,2642515,2695255,2746869,2797499,2847189,2895890,2944162,2992665,3042132,3094982,3148772,3203518,3258927,3314879,3371400,3428528,3486219,3544358,3602941,3661976,3722300,3783741,3846138,3909282,3972969
Netherlands,11255548,11436659,11622597,11819675,12021931,12229998,12488742,12775902,13035570,13271929,13485107,13671225,13848922,14044865,14263741,14477657,14669707,14842886,14987369,15126226,15275237,15435425,15602670,15765213,15935776,16087342,16231024
Norway,3216511,3244905,3280785,3324794,3371823,3414033,3447513,3482266,3518773,3554092,3591141,3632998,3684159,3744286,3805760,3867496,3935476,4008535,4078226,4145335,4207493,4265348,4320306,4368945,4418218,4463566,4506374
Nepal,2348124,2507255,2672682,2844419,3022677,3207389,3395692,3520929,3646258,3772484,3900034,4030431,4163436,4294653,4418039,4529575,4626212,4711768,4795227,4892046,5013180,5164239,5343055,5546094,5765514,5995190,6234107
Nauru,10626,10677,10643,10567,10449,10335,10219,10102,9990,9906,9848,9827,9846,9880,9945,10009,10069,10136,10208,10289,10374,10474,10577,10678,10764,10834,10873
New Zealand,3142704,3198324,3243637,3275597,3295923,3318432,3341111,3402067,3472292,3526736,3569251,3615494,3646829,3675355,3709702,3748563,3774624,3798063,3830023,3896881,3979802,4072982,4162127,4240881,4312734,4413152,4445853
OECD members,860746201,870356083,879884808,889218553,898629945,907951690,918943701,930739344,942316439,953792771,965107280,976439361,987739273,999323700,1010226294,1020594091,1028740085,1037704065,1046925416,1056485126,1066089237,1075962197,1085476833,1094731570,1103270721,1112428727,1117661713
Oman,1579776,1602539,1611480,1612534,1614259,1623166,1642020,1670102,1706322,1756547,1818148,1883098,1953732,2037908,2146325,2285973,2476787,2713213,2969753,3227644,3471482,3695354,3898848,4082791,4250782,4405789,4546635
Other small states,9086504,9326739,9580155,9841093,10125298,10421091,10715863,11019738,11345792,11712555,12137877,12625614,13187640,13790041,14391970,14973204,15521571,16040237,16537056,17034204,17541694,18056013,18579119,19107844,19631254,20132512,20610112
Pakistan,39405593,40868935,42394458,43938667,45445311,46947761,48435636,49919688,51408754,52922902,54474508,56069494,57704173,59373384,61070625,62793242,64539406,66312147,68113708,69956302,71845554,73783786,75765181,77815624,79927762,82094635,84314853
Panama,1592870,1649197,1706836,1765797,1825830,1884807,1930933,1977506,2024626,2072347,2120752,2169857,2219605,2270061,2321157,2372849,2425409,2478853,2533389,2589339,2646824,2705929,2766522,2828116,2890085,2951905,3013434
Peru,17240503,17668538,18100963,18529232,18940926,19326872,19683542,20014062,20323597,20619827,20909079,21194851,21477302,21722216,21951814,22185856,22421439,22662395,22922694,23221643,23571250,23979739,24438509,24921877,25390346,25815966,26187142
Philippines,32491471,33183960,33879025,34576874,35277843,35981497,36689356,37399542,38104244,38793194,39459729,40099208,40715257,41319489,41929229,42597023,43505398,44437842,45385011,46329520,47262076,48177757,49096823,50026969,50975906,51950201,52951609
Palau,12256,12549,12803,13038,13250,13437,13591,13719,13789,13979,14077,14055,13920,13730,13555,13433,13402,13437,13530,13662,13807,13957,14134,14316,14485,14652,14809
Papua New Guinea,730390,738735,747496,756274,764537,772116,787575,802822,818125,834122,851417,870145,890076,910743,931464,951756,971385,990657,1010777,1032122,1054983,1079465,1105552,1133367,1162836,1193981,1227053
Poland,23733222,23768665,23801620,23827143,23842562,23611695,23622394,23621395,23563051,23506503,23453429,23396235,23340838,23300939,23274004,23165018,23134846,23086831,23025350,22960228,22897449,22849639,22824769,22806875,22793332,22755739,22696950
Pre-demographic dividend,145514901,151287612,157264350,163423327,169846069,176591437,184135959,192095202,200544111,209359243,218556371,227988472,237352061,247640915,258439003,269857786,281911309,294423082,307462594,320962176,334869045,349167730,363894614,379075206,394746859,410942450,427666842
Puerto Rico,3452136,3496557,3534616,3560323,3583400,3596716,3602364,3604909,3605100,3603694,3596360,3579032,3555977,3533033,3511647,3491721,3449657,3406460,3366210,3310445,3251779,3188713,3112035,2988277,2988531,3070896,3054454
"Korea, Dem. People's Rep.",12902692,13068373,13217115,13354154,13487490,13622624,13762042,13903312,14042591,14174854,14295887,14405016,14503806,14595810,14704639,14821853,14941466,15063412,15186553,15309810,15431897,15556875,15684602,15814951,15947411,16081083,16216163
Portugal,5124278,5210104,5299934,5393642,5491367,5597602,5704057,5800192,5886957,5966051,6041725,6117343,6193886,6267228,6337144,6403809,6457743,6494283,6520333,6546012,6578828,6617169,6659350,6706183,6764658,6827994,6885061
Paraguay,2490213,2579402,2669683,2760992,2852976,2945381,3038082,3131088,3209505,3283895,3356601,3427298,3496245,3564369,3632859,3702637,3774039,3846934,3918989,3990996,4063413,4136268,4209507,4283895,4359152,4435221,4511987
West Bank and Gaza,1737611,1829843,1926689,1985912,2043664,2103044,2164070,2226847,2291359,2357720,2425915,2496025,2568140,2647431,2727093,2807401,2888204,2969835,3051946,3134764,3218283,3302741,3380930,3479999,3581448,3685020,3790664
Pacific island small states,613818,629403,642180,654110,665754,677908,689730,700547,711326,722949,735487,749662,765265,782356,799680,816236,831892,846959,861867,877394,894031,911922,930931,950975,971682,992816,1014326
Post-demographic dividend,749771098,756187776,762331300,768327975,774283927,780372719,787666950,795821373,803825697,811896212,819799687,827730297,835682013,843952627,851385458,858334006,862954533,868454820,874089276,879909131,885744062,891687334,897080093,902250467,906930919,912401273,913988844
French Polynesia,123505,125375,127685,130149,132579,134894,137079,139148,142127,145485,148584,151389,153913,156236,158469,160714,163001,165322,166479,167465,168468,169507,170591,171696,172869,174090,175358
Qatar,487764,498265,512082,528886,548266,570611,593524,619672,660437,731410,842875,998885,1193061,1409934,1627406,1828503,2007401,2167463,2308190,2431364,2538640,2628233,2699605,2757620,2809075,2859020,2909366
Romania,12197105,12127405,12058033,11998890,11945687,11895672,11697189,11469356,11415407,11378651,11336529,11297334,11159030,11001524,10936933,10898688,10871606,10826124,10778604,10730940,10678041,10619522,10565369,10515554,10476962,10436420,10385068
Russian Federation,108866282,108700642,108515146,108329810,107987927,107528803,107067910,106569238,106133030,105771342,105433226,105152927,105037446,105055527,105149987,105261487,105407937,105669982,105998572,106354644,106703732,107050095,107349517,107539205,107708298,107700434,107489871
Rwanda,574136,683931,800304,922153,1054974,1184182,1302909,1413808,1446502,1467702,1495058,1529862,1569213,1612027,1656223,1700061,1743485,1787430,1832231,1880559,1933196,1990235,2051739,2117292,2186102,2257829,2332419
South Asia,330666895,340440077,350369668,360427450,370575781,380859153,391801693,403820545,416008189,428369849,440862691,453479284,466224390,479083474,492017034,505032835,518130416,531400431,544896119,558661741,572716485,587083474,601765617,616775937,632092773,647723163,663706553
Saudi Arabia,14663136,15019606,15360168,15704578,16078078,16499663,16978443,17510546,18084336,18680569,19286100,19893610,20507055,21137730,21801430,22508638,23264793,24058628,24865073,25648414,26382763,27058156,27679871,28257740,28807839,29343564,29865702
Sudan,7766217,8000745,8218097,8426426,8638173,8863017,9104026,9358047,9620037,9882155,10139061,10389194,10635641,10883299,11146282,11430600,11738567,12069178,12421901,12794293,13185765,13596343,14027565,14480887,14957232,15458183,15984585
Senegal,3441823,3542777,3642398,3742289,3844423,3950445,4061008,4175900,4311250,4465214,4626134,4794668,4971099,5155659,5348373,5549604,5759382,5977690,6204712,6440435,6685969,6941397,7207006,7481973,7765705,8057514,8357406
Singapore,3524506,3670704,3796038,3927213,3958723,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253,5638676,5703569,5685807,5453566
Solomon Islands,52684,54943,57288,59719,62231,65255,68684,72269,75997,79847,83796,87841,91999,96334,100919,105826,111055,116607,122453,128547,134861,141374,148106,155047,162164,169453,176900
Sierra Leone,1481808,1495070,1513235,1539829,1578966,1633299,1705142,1793090,1890694,1988625,2084310,2174481,2257436,2335490,2412870,2492860,2575940,2661003,2748061,2837175,2928219,3021537,3117881,3217270,3319363,3423961,3531063
El Salvador,3038770,3144718,3248779,3351108,3410870,3468697,3524432,3578118,3630072,3680964,3731013,3780593,3832861,3904587,3976013,4047471,4119159,4191073,4263187,4335704,4408609,4481140,4553135,4624410,4694699,4763725,4831382
San Marino,23764,24166,24550,24911,25272,25659,26079,26463,26840,27250,27697,28131,28567,28993,29440,29891,30376,30874,31372,31808,32185,32468,32685,32847,32973,33089,33201
Somalia,2354250,2441941,2551225,2677302,2812251,2949757,3088299,3229504,3411445,3599379,3793358,3993408,3812005,4104241,4411125,4734452,5074285,5284302,5502043,5729046,5966601,6215578,6476276,6749349,7034861,7333290,7644958
Serbia,3938573,3951731,3957625,3959596,3962104,3966301,3976219,3989274,3997403,4004805,4009310,4010029,4010264,4009546,4009752,4009779,3994308,3985121,3973872,3963388,3951845,3939250,3927608,3916682,3907389,3894281,3877239
Sub-Saharan Africa (excluding high income),172321975,179145225,186197903,193401536,200843530,208563559,217004532,225843464,235053899,244676999,254798440,265315839,275933426,287702015,299975629,312787113,326127704,339852118,354072234,368823094,384106372,399922669,416281641,433182497,450617544,468586969,487084977
South Sudan,812393,835351,872521,920008,971733,1023148,1072397,1121013,1171503,1227929,1292714,1366953,1448498,1533768,1618271,1698195,1772671,1842403,1906879,1965952,2020116,2068145,2110798,2152927,2201250,2261021,2334776
Sub-Saharan Africa,172359351,179183249,186236486,193441007,200883926,208604476,217045658,225886059,235096219,244719381,254841253,265359805,275977886,287747770,300021870,312834993,326174677,339899908,354121289,368873313,384158126,399975528,416335563,433237352,450673306,468643630,487142486
Small states,12811644,13101260,13400084,13704865,14032415,14371896,14706526,15046776,15408128,15810887,16272295,16797607,17398468,18041293,18684178,19306300,19896692,20460153,21002707,21547105,22103488,22668512,23243939,23826541,24405027,24962308,25496806
Sao Tome and Principe,64037,66354,68663,71008,73435,76003,78716,81916,85379,89124,93168,97568,102306,107259,112250,117155,121902,126525,131011,135469,139954,144474,149036,153638,158271,162955,167686
Suriname,291957,296489,300762,304859,308877,312914,317003,321120,325279,329467,333051,336600,340176,343778,347410,351043,354694,358349,361981,365656,369343,373049,376765,380497,384252,388053,391883
Slovak Republic,3031513,3034659,3037037,3037825,3037635,3030239,3020933,3011770,3001728,2993058,2985293,2977317,2970070,2964549,2960369,2948302,2937801,2935234,2930811,2926070,2922832,2922095,2923642,2926332,2930459,2934665,2931708
Slovenia,1007313,1007220,1006383,1004706,1005959,1009459,1011568,1014358,1019460,1024627,1030904,1038715,1049080,1055309,1069460,1078743,1085605,1092516,1098614,1104335,1109788,1115536,1121491,1131123,1144894,1158811,1167851
Sweden,7399093,7418835,7425561,7432163,7440437,7454878,7478923,7508835,7542470,7577769,7613645,7666670,7738188,7813274,7894625,7976659,8059895,8150488,8250182,8362604,8481489,8618398,8764881,8896291,9015406,9108648,9190703
Eswatini,206555,214838,222366,224882,226825,228092,228619,228523,228043,227487,227118,227008,227600,231461,235412,239376,243351,246606,249963,253487,257241,261332,265736,270422,275334,280423,285695
Sint Maarten (Dutch part),31164,31434,31731,31240,31084,30519,30600,30777,31472,32488,33011,33441,33811,33964,34238,34056,33435,34640,36607,37685,38825,39969,40574,40895,41608,42310,42846
Seychelles,37376,38024,38583,39471,40396,40917,41126,42595,42320,42382,42813,43966,44460,45755,46241,47880,46973,47790,49055,50219,51754,52859,53922,54855,55762,56661,57509
Syrian Arab Republic,7187665,7446861,7715278,7988549,8259697,8524943,8771256,9000524,9238597,9523090,9875009,10319825,10835837,11339390,11713488,11877573,11506454,10946032,10284372,9636016,9388889,9227932,9146183,9177784,9358017,9708489,10257056
Turks and Caicos Islands,12965,13701,14385,15095,15961,17055,18419,19979,21659,23287,24727,25949,26979,27860,28666,29467,30257,31032,31775,32489,33171,33822,34450,35067,35658,36242,36807
Chad,1505291,1559394,1616103,1676078,1739885,1807913,1880533,1957352,2037420,2119063,2201166,2283208,2365687,2449318,2535602,2627677,2726092,2830799,2941282,3056812,3177085,3302147,3432531,3569009,3712275,3863362,4022553
East Asia & Pacific (IDA & IBRD countries),539586350,561072243,583010424,605285424,627699658,650520936,675449833,701911620,728699999,755880080,783454245,810733365,837897161,865431098,893229316,921342194,949004754,977433658,1006048595,1034690609,1063159933,1091730560,1120625098,1148184613,1174470595,1199391087,1222582186
Europe & Central Asia (IDA & IBRD countries),272933604,273436434,273949864,274495917,274925832,275123952,275340077,275711768,276458405,277364863,278330263,279379792,280560824,282063971,283873000,285801739,287871239,289912584,292118035,294346019,296643967,298933618,301144434,303220918,305238750,306923242,308109102
Togo,1297683,1354175,1416482,1483126,1551736,1620474,1688671,1757067,1826540,1898628,1974457,2054409,2138197,2225740,2316436,2410247,2508568,2611032,2716584,2825148,2936588,3051143,3168847,3289910,3414635,3543299,3675996
Thailand,18004311,18309042,18632442,18965132,19293244,19758315,20680736,21613068,22554369,23508151,24472850,25451684,26439735,27438707,28447157,29469053,30179365,30828056,31477998,32127201,32772703,33415222,34051230,34678818,35294600,35898129,36488459
Tajikistan,1664703,1658157,1651233,1644273,1637622,1647389,1674595,1703440,1733969,1766067,1799848,1835317,1872596,1911783,1952985,1996266,2041456,2090376,2143015,2199791,2260774,2326257,2396074,2469424,2545478,2623424,2703181
Turkmenistan,1884860,1930073,1970302,2006587,2040532,2073490,2105733,2137297,2168975,2201754,2237159,2275569,2317262,2362652,2412431,2466839,2526243,2590493,2658556,2728844,2800283,2872408,2945219,3018656,3092741,3167338,3242382
Latin America & the Caribbean (IDA & IBRD countries),340499530,348479158,356538856,364590740,372553892,380470236,387870685,395051668,402144612,409148527,416116658,423065393,429986900,436871373,443716447,450451609,457323145,464155582,470938410,477663821,484313417,490878147,497363309,503782969,510155980,516489136,522781526
Timor-Leste,190262,195646,200083,204161,208767,214574,221870,230481,240026,249873,259142,268075,276809,285472,294236,303254,312563,322090,331905,342118,352787,363958,375614,387721,400182,412936,425941
Middle East & North Africa (IDA & IBRD countries),134778529,138346033,141881667,145462256,149081574,152748648,156474042,160264233,164117221,168026712,172112631,176293230,180481187,184736208,189127519,193701092,198171632,202778295,207511882,212307092,217356840,222361419,227358642,232386860,237505723,242757874,248157910
Tonga,21943,22042,22152,22275,22404,22543,22691,22844,23004,23176,23365,23581,23826,24069,24244,24320,24277,24076,23795,23567,23457,23487,23633,23871,24146,24415,24666
South Asia (IDA & IBRD),330666895,340440077,350369668,360427450,370575781,380859153,391801693,403820545,416008189,428369849,440862691,453479284,466224390,479083474,492017034,505032835,518130416,531400431,544896119,558661741,572716485,587083474,601765617,616775937,632092773,647723163,663706553
Sub-Saharan Africa (IDA & IBRD countries),172359351,179183249,186236486,193441007,200883926,208604476,217045658,225886059,235096219,244719381,254841253,265359805,275977886,287747770,300021870,312834993,326174677,339899908,354121289,368873313,384158126,399975528,416335563,433237352,450673306,468643630,487142486
Trinidad and Tobago,690312,694468,698026,701366,704905,708405,708525,709235,710363,711563,712646,713525,714283,715087,716111,717530,719346,721775,724640,727665,730647,733552,736389,739173,741942,744725,747507
Tunisia,5609748,5733700,5849589,5958214,6060694,6158199,6250281,6337547,6423160,6509470,6593359,6684241,6781439,6883206,6986533,7089135,7190394,7291132,7392693,7497749,7608627,7725792,7848141,7973629,8099062,8221976,8341667
Turkiye,36333539,37230466,38142787,39068836,40002831,40942335,41943212,42978998,44016864,45048098,46065708,47064036,48048358,49047267,50096869,51225592,52439952,53729344,55069491,56436828,57806286,59179592,60548564,61872814,63097812,64186247,65116373
Tuvalu,4088,4135,4178,4218,4262,4322,4401,4493,4634,4805,4968,5132,5288,5443,5600,5765,5930,6104,6272,6451,6629,6812,6993,7178,7368,7549,7726
Tanzania,6090820,6359252,6624426,6892435,7172771,7473331,7796647,8142549,8579713,9054501,9552983,10076209,10626393,11206812,11819028,12467584,13153060,13877351,14639967,15439812,16277266,17152408,18066884,19020429,20011884,21042571,22111148
Uganda,2622274,2779697,2943834,3116698,3300326,3496913,3707368,3932636,4172736,4427392,4695306,4978580,5277759,5594570,5929787,6285551,6661208,7058269,7480857,7937455,8432534,8970229,9549002,10158400,10784514,11414209,12041476
Ukraine,34488335,34203620,33913054,33630412,33334234,33019561,32692860,32432068,32238837,32075876,31932595,31801190,31694730,31605908,31547453,31465493,31395053,31360012,31330995,31223300,31183829,31122532,31043768,30946609,30836427,30719437,30563737
Upper middle income,933554982,958621228,984103727,1009878438,1035613986,1061502129,1089738218,1119356864,1149376163,1179785022,1210614247,1241169848,1271723957,1302834590,1334298261,1366038514,1397672081,1430275830,1463191664,1496203868,1528959085,1561798292,1594856959,1626296388,1656126094,1683956958,1709345193
Uruguay,2919323,2949760,2980651,3009668,3034863,3055085,3069509,3078888,3085288,3091573,3099870,3111014,3124485,3139741,3155696,3171624,3187408,3201207,3214643,3228547,3242948,3257863,3273061,3288346,3303391,3317930,3331910
United States,205718394,209146726,212694273,216206090,219721677,223069137,225792302,228400290,230876596,233532722,236200507,238999326,241795278,244607104,247276259,249849720,252208133,254614421,256953576,259430732,261950744,264473000,266788716,268844029,270737596,274032053,275050303
Uzbekistan,9964108,10267308,10575599,10862394,11096810,11370244,11634932,11900009,12162787,12428855,12700677,12984805,13301003,13648397,14014762,14554257,15007103,15199882,15408910,15640290,15884192,16130961,16372437,16635580,16935578,17258430,17606637
